file_name,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_2_mean,spectral_bandwidth_2_std,spectral_bandwidth_3_mean,spectral_bandwidth_3_std,spectral_bandwidth_4_mean,spectral_bandwidth_4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
disco.00092.wav,0.083,0.113,1.761,1.933,0.117,0.049,0.107,0.037,117.454,2457.759,659.699,2400.449,353.347,2782.51,264.012,2782.51,264.012,17.282,15.844,18.724,19.554,18.706,17.685,41.391,3.632,4.315,4.705,4.86,4.364,3.735,3.061,5267.824,1352.812,-123.838,89.855,-1.847,51.166,-16.25,28.271,-12.485,19.03,-13.273,18.481,-13.773,12.865,-8.756,8.252,-8.232,5.514,-8.407,4.474,0.313,1.827,51.465,25.259,24.399,14.297,11.361,11.073,9.091,8.523,8.253,8.311,7.451,6.642,8.345,8.145,8.135,6.421,7.584,8.353,9.031,8.346,0.306,0.399,0.306,0.399,0.585,0.403,0.312,0.329,0.531,0.243,0.225,0.425,0.218,0.335,0.202,0.235,0.368,0.267,0.3,0.243,0.334,0.2,0.183,0.319
disco.00093.wav,0.119,0.165,1.752,1.989,0.137,0.061,0.153,0.06,107.666,2435.656,697.924,2304.008,343.097,2735.64,298.326,2735.64,298.326,19.07,13.373,17.427,19.748,19.456,19.057,42.066,5.041,3.554,4.222,4.035,3.167,2.689,3.907,4990.424,1374.403,-86.06,87.54,-20.165,53.995,-1.05,19.554,-4.069,21.033,-19.547,12.38,-22.007,9.582,-15.912,3.975,-13.916,2.381,-7.735,3.443,-4.147,5.922,58.678,26.831,17.159,13.843,13.746,10.334,12.599,8.493,11.234,11.339,9.714,10.287,11.478,9.204,7.508,8.697,7.706,6.989,9.34,8.046,0.515,0.411,0.457,0.356,0.407,0.525,0.334,0.409,0.313,0.458,0.386,0.339,0.34,0.254,0.326,0.249,0.27,0.316,0.215,0.304,0.197,0.31,0.276,0.269
disco.00094.wav,0.079,0.104,1.698,1.586,0.094,0.035,0.099,0.03,135.999,2175.845,547.191,2350.324,299.943,2741.309,215.601,2741.309,215.601,21.721,14.08,17.044,17.568,18.776,18.338,41.561,3.88,3.61,3.694,2.967,3.287,3.857,2.988,5035.597,1105.248,-130.045,102.524,-4.447,50.05,-15.528,32.128,-18.168,24.282,-11.898,13.758,-12.887,7.272,-9.363,4.602,-9.573,4.241,-4.686,-0.451,-6.875,4.755,45.211,23.622,11.045,10.689,7.393,7.975,8.376,7.06,6.813,7.178,5.975,6.187,9.165,6.495,5.675,6.378,5.291,6.521,5.329,6.747,0.707,0.483,0.367,0.343,0.402,0.395,0.323,0.437,0.349,0.334,0.447,0.474,0.331,0.226,0.231,0.257,0.274,0.314,0.227,0.292,0.223,0.255,0.298,0.201
disco.00095.wav,0.077,0.112,1.863,2.624,0.118,0.067,0.098,0.053,123.047,2428.368,743.667,2279.099,420.987,2675.758,370.397,2675.758,370.397,23.221,14.611,18.943,18.961,19.836,19.295,39.536,3.899,4.581,5.212,4.843,4.334,4.766,4.218,4947.924,1422.845,-159.872,81.977,-16.809,52.474,-4.483,22.82,-8.224,23.363,-5.514,17.695,-15.364,10.801,-13.515,1.734,-6.555,5.103,0.338,7.011,-5.453,0.799,72.516,28.828,25.726,16.078,15.623,15.668,11.375,10.719,10.257,10.974,10.341,8.0,8.38,9.285,9.39,8.791,10.739,10.918,9.835,8.967,0.422,0.392,0.568,0.482,0.43,0.483,0.433,0.529,0.5,0.521,0.44,0.406,0.264,0.249,0.328,0.302,0.311,0.31,0.273,0.329,0.272,0.315,0.281,0.263
disco.00096.wav,0.071,0.101,2.164,3.373,0.134,0.058,0.092,0.041,103.359,2437.61,606.166,2182.159,267.25,2512.907,226.618,2512.907,226.618,23.522,14.982,18.707,18.803,18.277,18.214,41.362,4.623,4.427,4.273,3.981,3.504,3.108,3.654,4920.02,916.913,-133.854,93.472,-24.215,61.422,-22.842,30.968,-14.948,20.224,-9.285,15.777,-8.731,11.96,-5.32,4.988,-0.663,3.725,2.103,5.428,3.087,2.457,52.784,24.303,19.77,12.851,11.107,12.85,8.723,9.003,8.985,7.913,9.851,7.724,8.459,8.517,8.221,8.084,7.717,7.154,8.272,7.562,0.428,0.372,0.437,0.353,0.382,0.329,0.419,0.523,0.413,0.412,0.385,0.53,0.286,0.276,0.298,0.228,0.297,0.239,0.272,0.334,0.271,0.27,0.256,0.316
disco.00097.wav,0.084,0.118,1.89,2.442,0.12,0.048,0.108,0.047,129.199,2779.222,559.723,2682.33,265.035,3040.21,202.452,3040.21,202.452,24.397,15.662,18.093,18.511,18.833,17.483,42.309,4.513,4.582,4.018,3.627,3.979,3.153,3.127,6189.297,1019.914,-116.932,75.749,-4.222,37.29,-5.327,31.377,-12.156,22.919,-11.431,14.62,-13.048,13.392,-13.218,8.25,-15.219,9.845,-6.204,8.005,-8.029,4.383,52.736,17.174,11.801,12.214,9.409,8.797,7.82,8.817,7.12,7.501,7.424,7.982,8.042,7.903,8.707,6.04,6.452,7.919,6.297,6.62,0.377,0.332,0.362,0.277,0.3,0.6,0.332,0.272,0.402,0.463,0.803,0.485,0.248,0.275,0.294,0.253,0.232,0.306,0.222,0.217,0.286,0.169,0.263,0.206
disco.00098.wav,0.095,0.129,1.669,1.643,0.113,0.052,0.123,0.04,123.047,2388.411,589.713,2431.679,290.301,2841.35,207.81,2841.35,207.81,24.269,14.045,16.733,16.739,16.747,16.975,42.559,4.69,3.954,4.012,3.605,2.696,2.588,3.112,5352.025,1197.826,-91.602,99.442,-8.969,40.157,-18.011,22.54,-21.947,15.767,-25.639,17.657,-13.664,15.622,-15.459,4.502,-10.142,0.458,-10.141,4.784,-6.888,-0.988,42.924,20.601,16.371,14.323,12.036,11.079,10.809,9.704,8.017,7.617,7.297,8.496,7.001,6.68,7.466,7.007,6.331,6.728,6.883,6.413,0.386,0.45,0.468,0.427,0.517,0.485,0.623,0.436,0.314,0.331,0.346,0.498,0.221,0.278,0.281,0.253,0.342,0.241,0.331,0.266,0.245,0.271,0.23,0.298
disco.00099.wav,0.095,0.129,1.669,1.643,0.113,0.052,0.123,0.04,123.047,2388.411,589.713,2431.679,290.301,2841.35,207.81,2841.35,207.81,24.269,14.045,16.733,16.739,16.747,16.975,42.559,4.69,3.954,4.012,3.605,2.696,2.588,3.112,5352.025,1197.826,-91.602,99.442,-8.969,40.157,-18.011,22.54,-21.947,15.767,-25.639,17.657,-13.664,15.622,-15.459,4.502,-10.142,0.458,-10.141,4.784,-6.888,-0.988,42.924,20.601,16.371,14.323,12.036,11.079,10.809,9.704,8.017,7.617,7.297,8.496,7.001,6.68,7.466,7.007,6.331,6.728,6.883,6.413,0.386,0.45,0.468,0.427,0.517,0.485,0.623,0.436,0.314,0.331,0.346,0.498,0.221,0.278,0.281,0.253,0.342,0.241,0.331,0.266,0.245,0.271,0.23,0.298
hiphop.00000.wav,0.093,0.134,2.036,3.252,0.147,0.054,0.125,0.05,117.454,2689.693,646.247,2349.922,326.688,2725.476,274.475,2725.476,274.475,16.861,13.215,15.794,16.217,16.125,16.177,42.204,4.149,4.593,5.06,3.61,2.622,2.775,3.889,5498.569,1238.757,-80.934,84.781,-31.535,33.902,-19.837,23.554,-22.137,20.027,-16.765,19.219,-13.099,11.502,-10.718,10.58,-8.421,7.32,-5.372,7.693,-5.55,1.513,69.844,27.398,23.427,20.181,12.6,11.648,9.675,9.839,9.669,7.472,8.665,7.243,8.612,8.49,8.056,7.444,8.334,7.888,7.962,6.413,0.378,0.358,0.478,0.452,0.614,0.472,0.457,0.47,0.465,0.538,0.42,0.439,0.262,0.237,0.31,0.26,0.315,0.309,0.291,0.289,0.264,0.323,0.269,0.267
hiphop.00001.wav,0.237,0.297,0.996,0.038,0.098,0.072,0.285,0.083,92.285,2787.53,966.583,2443.762,398.781,2836.996,348.988,2836.996,348.988,27.535,15.261,18.802,18.115,17.919,18.627,40.261,5.427,4.947,4.802,4.266,3.586,3.515,10.371,5507.929,1447.095,-81.235,49.594,-14.547,57.965,6.82,27.149,-6.858,31.305,-10.086,20.307,-2.541,12.75,3.983,13.237,-2.368,12.267,-7.032,4.745,1.87,0.028,60.484,30.25,31.466,18.004,19.677,15.954,13.554,12.129,11.785,9.429,10.621,8.853,10.161,8.647,8.687,8.157,8.224,7.64,7.559,8.221,0.515,0.605,0.786,0.771,0.537,0.367,0.267,0.242,0.294,0.344,0.358,0.434,0.22,0.212,0.276,0.26,0.209,0.24,0.23,0.255,0.284,0.287,0.235,0.219
hiphop.00002.wav,0.072,0.099,1.654,1.737,0.059,0.05,0.093,0.034,99.384,1472.103,788.065,1905.435,485.979,2488.567,375.1,2488.567,375.1,22.484,14.545,18.537,17.679,16.443,17.253,36.524,3.87,4.541,4.848,4.666,3.316,3.386,4.241,3062.444,1846.773,-202.888,132.372,12.017,43.747,-10.215,17.122,-13.547,15.044,-16.248,9.423,-11.637,7.048,-4.321,0.824,-5.607,1.261,-6.967,0.393,-2.425,-2.933,68.248,32.192,28.378,17.815,18.555,14.448,13.375,11.309,11.71,10.627,11.492,8.881,9.963,9.543,8.339,7.411,7.856,6.418,6.455,6.229,0.397,0.403,0.416,0.378,0.345,0.372,0.308,0.289,0.361,0.468,0.604,0.528,0.28,0.293,0.304,0.311,0.288,0.287,0.272,0.258,0.252,0.293,0.351,0.309
hiphop.00003.wav,0.212,0.291,1.64,1.547,0.103,0.048,0.266,0.116,92.285,2483.537,702.932,2331.149,441.566,2747.361,405.36,2747.361,405.36,18.524,14.088,17.74,17.068,16.686,16.938,36.629,5.064,4.149,5.112,3.684,2.727,2.857,11.949,5116.034,1348.992,-40.302,80.847,-25.677,38.443,-11.073,24.899,-7.373,26.759,-5.306,16.783,-3.508,8.459,-5.602,12.05,-1.892,10.464,0.643,0.262,-5.099,-4.02,70.376,27.389,35.485,17.083,16.695,17.606,16.45,13.698,13.196,10.395,9.461,8.673,8.474,8.259,8.575,10.117,7.788,7.875,7.568,7.561,0.609,0.569,0.554,0.583,0.483,0.377,0.336,0.334,0.326,0.35,0.514,0.562,0.322,0.31,0.296,0.309,0.274,0.269,0.255,0.249,0.249,0.244,0.309,0.286
hiphop.00004.wav,0.158,0.236,1.795,2.695,0.1,0.078,0.2,0.124,95.703,2321.481,1025.653,2356.988,610.007,2800.31,528.972,2800.31,528.972,22.692,16.391,19.142,18.604,18.694,17.007,36.477,5.939,5.873,5.739,5.569,4.432,3.281,10.174,4997.102,2097.16,-140.163,71.626,-3.789,38.989,4.19,31.528,-3.939,19.742,-3.75,16.007,-3.177,11.834,-1.247,5.768,1.292,1.672,-0.83,1.623,-4.086,1.126,111.354,32.658,38.81,21.414,20.411,17.512,16.698,12.472,13.66,13.782,10.585,9.495,10.507,10.585,8.93,8.481,7.795,8.081,7.696,9.041,0.403,0.38,0.471,0.409,0.471,0.457,0.395,0.473,0.527,0.52,0.458,0.434,0.261,0.271,0.337,0.281,0.299,0.311,0.271,0.317,0.353,0.336,0.294,0.275
hiphop.00005.wav,0.21,0.272,1.232,0.516,0.125,0.051,0.262,0.073,143.555,2704.123,497.37,2511.268,220.416,2843.766,196.253,2843.766,196.253,18.362,12.258,16.117,15.707,16.367,15.465,42.039,4.061,3.62,3.874,2.914,2.344,1.686,8.64,5791.149,703.13,-11.707,81.977,-8.509,52.774,-14.692,31.963,-19.681,22.858,-14.704,14.51,-10.079,14.002,-8.072,7.428,-5.495,12.837,-3.695,6.219,-2.585,0.102,36.734,19.632,15.445,15.239,12.404,10.289,10.737,9.396,7.849,9.009,8.756,8.154,7.213,6.588,6.272,6.583,6.469,6.712,6.182,6.418,0.436,0.47,0.483,0.481,0.49,0.525,0.538,0.543,0.506,0.544,0.458,0.426,0.274,0.277,0.293,0.294,0.269,0.293,0.283,0.3,0.283,0.299,0.273,0.261
hiphop.00006.wav,0.213,0.299,1.355,1.169,0.128,0.097,0.271,0.127,99.384,2840.074,975.492,2643.141,404.202,3019.498,333.672,3019.498,333.672,17.974,14.204,16.741,16.195,16.584,16.162,38.754,4.798,4.638,5.142,4.155,3.255,2.345,11.959,6033.302,1503.777,-59.566,63.93,3.487,45.236,-1.153,28.244,-13.171,23.591,-6.623,16.471,-7.273,14.477,-5.801,8.174,-6.859,6.735,-4.483,0.953,-7.124,-1.257,82.919,31.969,27.47,20.804,19.795,15.003,14.552,12.455,12.17,10.9,10.143,10.408,9.888,8.243,8.385,7.02,8.047,7.319,8.304,6.745,0.429,0.401,0.413,0.482,0.529,0.425,0.391,0.435,0.494,0.568,0.525,0.502,0.287,0.289,0.267,0.293,0.314,0.281,0.263,0.277,0.301,0.353,0.289,0.299
hiphop.00007.wav,0.21,0.281,1.293,0.798,0.079,0.05,0.264,0.097,123.047,2033.408,702.597,2268.482,458.745,2760.916,415.04,2760.916,415.04,21.855,14.49,18.52,17.78,17.647,17.104,37.784,5.644,4.834,4.875,4.017,3.282,2.996,10.785,4534.613,1567.147,-58.496,103.05,-7.212,44.862,-8.601,12.351,-13.742,19.971,-13.12,17.137,-3.944,15.574,-0.453,6.927,-6.032,5.636,-3.176,1.814,-2.562,0.114,60.689,25.188,26.973,20.462,16.929,13.437,14.39,11.271,12.397,9.793,10.296,9.27,8.418,6.94,7.233,7.104,8.211,6.201,5.588,6.502,0.391,0.376,0.425,0.52,0.63,0.383,0.331,0.351,0.404,0.487,0.448,0.438,0.284,0.265,0.318,0.309,0.319,0.252,0.253,0.257,0.271,0.314,0.291,0.299
hiphop.00008.wav,0.113,0.167,1.939,3.071,0.177,0.101,0.142,0.089,172.266,3018.633,923.252,2365.713,327.985,2700.441,298.367,2700.441,298.367,22.04,15.381,18.161,17.227,17.31,17.13,42.142,5.096,5.833,4.905,4.313,3.325,2.881,6.231,5722.52,1258.52,-111.157,55.17,-18.428,47.191,-24.791,22.538,-21.142,12.539,-15.87,16.291,-12.566,9.624,-12.13,4.86,-2.209,6.888,0.477,12.992,5.945,5.441,83.645,36.588,35.182,25.581,23.598,18.254,18.35,13.271,12.604,10.633,10.589,9.447,9.153,9.892,9.223,10.264,12.43,11.649,11.891,12.113,0.4,0.352,0.323,0.382,0.424,0.436,0.484,0.507,0.576,0.563,0.514,0.5,0.268,0.243,0.233,0.284,0.303,0.287,0.279,0.268,0.303,0.341,0.312,0.305
hiphop.00009.wav,0.164,0.238,1.658,2.065,0.098,0.086,0.216,0.1,103.359,2198.095,987.931,2286.546,506.343,2725.45,421.504,2725.45,421.504,16.347,13.132,15.709,14.999,16.096,16.3,37.819,3.726,4.403,4.85,3.851,3.385,2.787,9.572,4791.579,1841.723,-94.946,94.215,-2.543,49.543,-6.609,33.22,-7.632,20.948,-8.871,16.786,-5.258,10.763,-3.474,7.296,-3.452,3.84,-3.253,1.792,0.077,3.982,70.827,40.279,25.694,17.052,15.135,13.009,13.775,9.76,10.738,9.935,10.069,8.432,7.641,7.624,7.789,7.652,6.286,7.376,8.414,10.001,0.627,0.533,0.535,0.59,0.635,0.642,0.569,0.486,0.447,0.463,0.545,0.652,0.278,0.245,0.261,0.286,0.281,0.263,0.239,0.257,0.252,0.257,0.245,0.315
hiphop.00010.wav,0.129,0.188,2.455,4.328,0.125,0.049,0.172,0.077,95.703,2263.846,483.689,2119.082,206.399,2532.694,184.335,2532.694,184.335,19.835,12.983,16.048,16.488,17.645,16.294,42.371,4.518,3.647,4.519,3.773,3.069,2.273,2.555,4642.454,809.674,-67.462,94.848,-38.85,37.633,-12.247,36.89,-12.641,18.296,-8.845,17.978,-7.274,9.714,-8.736,4.504,-7.594,0.213,-4.882,4.845,-1.995,-0.738,36.163,21.4,16.879,13.95,12.463,9.897,10.349,8.695,8.728,8.031,7.793,7.377,7.013,7.132,5.752,6.407,7.971,9.516,9.381,8.826,0.402,0.41,0.402,0.424,0.42,0.407,0.427,0.478,0.464,0.419,0.435,0.425,0.288,0.289,0.271,0.293,0.297,0.296,0.3,0.312,0.306,0.293,0.292,0.294
hiphop.00011.wav,0.156,0.219,1.833,2.287,0.094,0.058,0.204,0.081,135.999,2078.525,649.016,2240.417,333.985,2705.348,270.838,2705.348,270.838,19.874,13.158,16.403,17.764,17.616,16.731,41.813,4.146,3.7,4.483,4.459,3.158,2.794,3.491,4561.583,1310.69,-74.214,104.603,-8.39,49.651,-9.374,21.452,-16.336,18.78,-13.072,18.47,-14.95,6.885,-15.329,4.779,-11.102,4.74,-2.809,6.8,-5.81,-3.774,51.328,25.937,23.329,16.756,12.828,11.741,12.016,10.21,8.992,8.191,7.997,7.819,7.111,7.928,7.265,8.773,10.083,10.392,10.192,9.608,0.371,0.379,0.444,0.453,0.425,0.479,0.418,0.407,0.486,0.555,0.486,0.409,0.261,0.238,0.326,0.281,0.271,0.326,0.274,0.256,0.28,0.317,0.321,0.282
hiphop.00012.wav,0.157,0.209,1.68,1.561,0.087,0.034,0.199,0.065,99.384,1964.154,462.205,2109.317,294.578,2571.416,244.049,2571.416,244.049,18.451,14.062,19.342,18.323,17.029,17.42,41.806,3.255,4.254,4.378,3.509,2.811,2.583,2.76,4261.676,1032.425,-67.065,112.404,-23.643,44.274,-18.864,23.873,-13.402,20.146,-10.645,20.618,-7.505,14.424,-9.389,11.29,-8.866,7.081,0.447,9.379,-0.893,-0.577,44.255,17.864,17.232,12.901,11.464,9.901,12.506,9.135,8.414,8.151,9.451,8.618,9.203,7.786,9.393,10.879,10.802,10.639,10.55,10.282,0.202,0.307,0.332,0.509,0.432,0.379,0.393,0.424,0.406,0.39,0.313,0.216,0.209,0.31,0.259,0.356,0.267,0.271,0.28,0.324,0.314,0.337,0.274,0.208
hiphop.00013.wav,0.109,0.141,1.246,0.546,0.097,0.038,0.137,0.032,103.359,1787.474,694.936,1688.941,674.303,2077.965,686.307,2077.965,686.307,14.809,15.505,18.589,18.808,19.101,20.025,35.762,4.31,4.348,5.079,5.8,5.025,5.275,7.621,3615.613,1696.932,-129.324,141.713,-42.477,34.014,-6.976,8.702,-11.367,15.942,-9.015,6.636,-8.34,7.553,-5.473,5.869,-3.156,-1.692,-8.804,-4.851,-9.28,2.128,69.616,52.433,32.519,24.791,20.884,22.602,13.221,14.744,9.517,9.165,11.81,10.007,10.658,9.307,9.02,6.143,7.463,8.06,6.193,7.535,0.294,0.234,0.366,0.606,0.556,0.389,0.193,0.216,0.266,0.214,0.302,0.448,0.239,0.245,0.262,0.375,0.307,0.296,0.205,0.256,0.296,0.23,0.266,0.348
hiphop.00014.wav,0.147,0.195,1.454,1.11,0.134,0.045,0.185,0.061,135.999,2412.564,517.675,2120.261,310.339,2464.963,300.458,2464.963,300.458,22.565,14.101,16.94,16.494,16.269,18.016,41.999,3.964,4.0,4.309,3.367,2.463,2.653,6.195,4754.341,948.24,-51.301,91.118,-33.765,69.931,-12.937,23.176,-13.756,23.783,-14.732,10.696,-13.472,6.08,-14.718,1.684,-7.244,3.961,-2.656,7.553,-0.132,-0.723,56.994,26.338,23.37,15.874,14.113,11.295,12.6,8.47,8.417,8.644,7.268,7.201,6.651,7.075,6.748,6.971,8.117,9.349,7.985,6.612,0.475,0.412,0.394,0.594,0.508,0.348,0.42,0.635,0.776,0.587,0.373,0.371,0.273,0.263,0.211,0.288,0.242,0.209,0.216,0.265,0.242,0.241,0.196,0.218
hiphop.00015.wav,0.107,0.154,2.507,4.567,0.116,0.05,0.14,0.064,99.384,2372.511,530.878,2347.06,253.393,2743.459,211.678,2743.459,211.678,19.163,13.95,16.571,17.351,17.13,16.03,42.397,3.714,4.034,3.988,3.815,2.951,2.109,2.869,5259.897,982.206,-81.904,94.721,-16.211,40.537,-12.242,28.193,-20.108,18.112,-14.63,14.18,-7.273,13.656,-8.495,7.9,-4.829,5.106,-5.878,2.076,-5.663,-1.369,45.894,20.672,16.261,13.116,11.019,11.463,8.642,7.759,6.781,8.957,9.273,6.896,7.198,7.643,7.309,6.65,7.135,7.126,7.4,7.07,0.549,0.542,0.497,0.445,0.471,0.423,0.359,0.344,0.346,0.338,0.362,0.405,0.311,0.314,0.297,0.28,0.296,0.297,0.27,0.249,0.245,0.228,0.272,0.26
hiphop.00016.wav,0.163,0.233,1.672,2.019,0.11,0.075,0.208,0.106,99.384,2407.139,770.937,2249.59,333.363,2658.779,310.244,2658.779,310.244,23.653,12.88,17.909,17.944,17.184,16.983,38.778,6.593,4.075,4.989,4.565,3.515,2.842,8.369,4894.549,1227.526,-88.141,77.382,-19.072,51.599,-11.759,22.234,-4.727,20.126,-8.321,14.612,-3.805,8.591,-11.455,2.161,-12.68,0.394,0.976,10.531,7.63,4.391,66.367,25.978,24.027,18.196,14.746,14.47,14.611,11.507,11.003,9.821,9.984,9.534,9.484,8.379,9.746,9.846,11.159,11.772,11.333,11.486,0.527,0.543,0.552,0.505,0.417,0.383,0.404,0.469,0.482,0.424,0.402,0.471,0.326,0.299,0.314,0.281,0.272,0.266,0.296,0.311,0.317,0.284,0.263,0.301
hiphop.00017.wav,0.153,0.204,1.613,1.458,0.08,0.042,0.191,0.071,99.384,2126.664,482.086,2356.68,286.381,2786.738,238.075,2786.738,238.075,21.956,13.225,15.367,14.917,16.357,15.895,41.471,5.084,3.583,3.676,3.387,3.311,1.993,5.019,4931.778,995.372,-76.799,98.391,-5.048,49.34,-10.298,33.285,-9.974,17.609,-12.237,18.659,-10.978,11.509,-10.487,6.26,-6.974,2.498,-4.896,5.457,-1.828,0.643,49.213,18.715,21.356,12.879,12.193,10.996,9.83,7.22,7.193,7.908,7.493,7.08,7.073,7.462,6.591,6.723,6.577,7.103,8.01,7.319,0.556,0.533,0.521,0.486,0.442,0.453,0.481,0.467,0.48,0.536,0.428,0.404,0.314,0.243,0.316,0.3,0.313,0.306,0.295,0.264,0.281,0.324,0.26,0.223
hiphop.00018.wav,0.125,0.186,1.715,2.383,0.146,0.103,0.165,0.085,143.555,2634.009,982.515,2345.738,324.45,2738.449,277.332,2738.449,277.332,20.666,14.198,17.401,16.174,16.713,16.666,42.265,6.965,5.15,5.384,4.109,3.252,2.418,3.531,5331.141,1331.678,-113.532,68.488,-15.748,56.377,-8.182,27.016,-12.376,20.661,-12.668,15.434,-10.998,14.045,-12.502,7.404,-13.327,-0.242,-12.049,3.82,-2.674,5.639,69.816,40.437,27.003,24.144,19.416,17.074,14.926,11.513,11.701,10.586,10.596,9.941,10.136,8.918,8.951,8.383,9.035,9.281,9.764,11.749,0.473,0.491,0.531,0.578,0.614,0.567,0.444,0.361,0.334,0.347,0.38,0.424,0.326,0.317,0.321,0.299,0.293,0.305,0.29,0.279,0.263,0.274,0.288,0.303
hiphop.00019.wav,0.169,0.251,2.207,3.698,0.1,0.057,0.226,0.109,135.999,2470.395,913.339,2410.139,626.761,2822.66,566.391,2822.66,566.391,16.873,13.243,17.148,16.838,17.353,16.468,34.369,4.782,3.75,4.994,4.303,3.541,2.943,11.767,5255.084,1905.555,-64.755,88.226,-10.355,41.795,-2.558,22.908,-6.495,16.631,-5.802,13.09,-6.913,3.019,-9.77,2.342,-7.052,3.198,1.719,6.081,0.367,-3.037,76.301,27.397,31.48,21.545,16.319,13.996,14.99,10.822,12.205,9.48,9.438,8.084,8.097,7.592,8.413,8.673,9.623,9.38,9.414,8.903,0.419,0.422,0.457,0.426,0.368,0.356,0.363,0.438,0.493,0.486,0.478,0.42,0.303,0.32,0.323,0.277,0.277,0.265,0.263,0.312,0.315,0.308,0.317,0.306
hiphop.00020.wav,0.147,0.191,1.188,0.524,0.108,0.076,0.176,0.075,117.454,2641.985,674.973,2268.282,305.772,2610.859,288.498,2610.859,288.498,26.503,16.333,20.828,19.379,19.363,18.597,42.372,4.735,5.898,5.624,4.677,4.026,3.366,4.426,5239.438,1023.613,-122.262,50.571,-27.801,66.58,-6.605,32.071,-8.241,22.451,-6.944,21.068,-6.177,13.646,-3.099,8.706,-2.917,3.69,0.286,12.887,14.646,15.362,68.758,32.288,28.156,22.016,17.181,12.748,15.638,11.352,12.398,10.946,11.093,9.742,11.737,9.718,9.96,10.45,13.256,13.476,14.228,15.022,0.394,0.344,0.372,0.421,0.441,0.511,0.533,0.587,0.659,0.642,0.535,0.451,0.238,0.226,0.264,0.295,0.263,0.265,0.261,0.265,0.32,0.307,0.26,0.255
hiphop.00021.wav,0.194,0.253,1.332,0.724,0.12,0.064,0.242,0.073,103.359,2393.65,719.804,2269.506,302.259,2677.611,243.229,2677.611,243.229,20.016,14.267,16.899,16.884,16.807,16.279,43.869,5.41,3.596,4.001,3.445,2.808,2.082,2.858,4974.878,1154.156,-27.657,94.365,-20.578,49.887,-14.699,23.853,-17.633,24.028,-15.877,16.435,-10.633,13.893,-10.463,8.212,-10.293,5.017,-5.758,10.314,3.623,9.199,38.021,25.52,21.934,17.155,15.836,12.262,11.063,8.256,8.255,7.997,7.943,6.937,7.378,7.577,7.437,8.032,8.799,8.745,9.75,10.179,0.359,0.363,0.372,0.438,0.426,0.497,0.643,0.543,0.475,0.383,0.329,0.323,0.262,0.261,0.258,0.295,0.262,0.264,0.306,0.291,0.321,0.278,0.252,0.245
hiphop.00022.wav,0.135,0.191,2.402,4.081,0.075,0.05,0.173,0.079,99.384,1984.177,696.258,2265.876,382.927,2749.357,289.386,2749.357,289.386,20.424,14.798,18.055,16.798,16.91,16.257,40.952,4.119,4.8,4.429,3.911,3.269,2.86,4.197,4537.202,1476.933,-100.647,110.217,1.029,38.754,-14.498,20.641,-18.038,12.567,-14.129,15.096,-9.243,11.398,-9.509,8.638,-7.099,2.991,-4.511,4.693,-4.114,-2.782,73.525,29.23,20.76,16.479,12.697,12.392,13.826,10.653,10.353,11.034,9.066,7.557,7.785,7.879,7.432,7.298,7.774,7.228,7.942,7.835,0.475,0.476,0.408,0.339,0.374,0.483,0.413,0.383,0.442,0.446,0.551,0.498,0.305,0.281,0.277,0.29,0.278,0.299,0.27,0.278,0.291,0.274,0.324,0.304
